Make,Model,Accident.Number,Event.Id,Aircraft.Category,Engine.Type,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Year,Purpose.of.flight,Weather.Condition,Aircraft.damage,Broad.phase.of.flight,total_accidents,fatality_rate,Safety_Score
Evolution Aircraft Inc,Revolt,WPR22LA258,20220718105503,WSFT,,1.0,2.0,0.0,0.0,0.0,2022-07-17,2022,Personal,VMC,Destroyed,,3,0.6666666666666666,33.333333333333336
Socata,Tb21,WPR22LA259,20220718105509,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-07-17,2022,Personal,VMC,Substantial,,2,0.0,100.0
Champion,7Gcbc,GAA22WA232,20220719105517,Airplane,,,1.0,0.0,0.0,0.0,2022-07-17,2022,,,Substantial,,18,0.05555555555555555,94.44444444444444
Cessna,172P,ERA22LA324,20220720105529,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-17,2022,Instructional,VMC,Substantial,,57,0.0,100.0
Cessna,150,ERA22LA327,20220721105543,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-17,2022,Personal,VMC,Substantial,,140,0.0,100.0
Robinson Helicopter,R22 Beta,ERA22LA328,20220722105545,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-17,2022,Instructional,VMC,Substantial,,61,0.0,100.0
Bellanca,7Kcab,ERA22LA336,20220726105581,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-07-17,2022,Personal,VMC,Substantial,,8,0.0,100.0
Knight,Aa Nieuport 28,ERA22FA320,20220718105504,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-07-18,2022,Personal,VMC,Destroyed,,1,1.0,0.0
Just,Highlander,CEN22LA321,20220718105508,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-07-18,2022,Personal,VMC,Substantial,,1,2.0,-100.0
United Consultants,Uc-1,GAA22WA231,20220719105512,Airplane,,2.0,2.0,0.0,0.0,0.0,2022-07-18,2022,,,Unknown,,1,2.0,-100.0
Aero Commander,112,CEN22LA322,20220719105513,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-18,2022,Personal,VMC,Substantial,,2,0.0,100.0
Bell,206B,CEN22LA323,20220719105514,Helicopter,,1.0,0.0,0.0,0.0,1.0,2022-07-18,2022,Aerial Application,VMC,Substantial,,73,0.0,100.0
Vans,Rv10,ERA22LA322,20220719105519,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-18,2022,Personal,VMC,Substantial,,6,0.0,100.0
Aerospatiale,Sa342J,WPR22LA261,20220720105532,Helicopter,Turbo Shaft,1.0,0.0,2.0,0.0,0.0,2022-07-18,2022,Personal,VMC,Substantial,,2,0.0,100.0
Boeing,737,DCA22WA154,20220720105534,Airplane,,,0.0,0.0,0.0,0.0,2022-07-18,2022,,,,,395,0.0,100.0
Helicopteres Guimbal,Cabri G2,CEN22LA326,20220719105522,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-19,2022,Instructional,VMC,Substantial,,3,0.0,100.0
Cessna,F150,GAA22WA234,20220720105530,Airplane,,,0.0,0.0,0.0,2.0,2022-07-19,2022,,,Substantial,,3,0.0,100.0
Cessna,172M,CEN22LA329,20220721105541,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-19,2022,Personal,VMC,Substantial,,90,0.0,100.0
Bell,206L-3,ERA22LA347,20220801105635,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,2.0,2022-07-19,2022,Ferry,VMC,Substantial,,11,0.0,100.0
Enstrom,F28,GAA22WA253,20220817105755,Helicopter,,,0.0,0.0,0.0,1.0,2022-07-19,2022,,,Substantial,,10,0.0,100.0
Robinson,R44,GAA22WA254,20220817105756,Helicopter,,,1.0,0.0,0.0,0.0,2022-07-19,2022,,,Destroyed,,167,0.005988023952095809,99.40119760479041
Maule,M-5-235C,WPR22LA262,20220720105536,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-20,2022,Personal,VMC,Substantial,,2,0.0,100.0
Zenith,Stol Ch701,WPR22LA263,20220720105537,Airplane,,1.0,0.0,0.0,2.0,0.0,2022-07-20,2022,Personal,VMC,Substantial,,5,0.0,100.0
Champion,7Kcab,CEN22LA327,20220720105538,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-20,2022,Personal,VMC,Substantial,,7,0.0,100.0
Air Tractor,At502,GAA22WA235,20220720105539,Airplane,,,1.0,0.0,0.0,0.0,2022-07-20,2022,,,Substantial,,36,0.027777777777777776,97.22222222222221
Eurocopter Deutschland Gmbh,Ec 135,CEN22LA328,20220721105540,Helicopter,Turbo Shaft,2.0,0.0,0.0,0.0,3.0,2022-07-20,2022,,VMC,Substantial,,4,0.0,100.0
Beech,N35,CEN22LA330,20220721105542,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-20,2022,Personal,VMC,Substantial,,6,0.0,100.0
Columbia Helicopters,Ch-47D,CEN22FA331,20220722105544,Helicopter,,2.0,2.0,0.0,0.0,0.0,2022-07-21,2022,Firefighting,VMC,Destroyed,,1,2.0,-100.0
Aeronca,7Ac,ERA22LA329,20220722105547,Airplane,,1.0,0.0,2.0,0.0,0.0,2022-07-21,2022,Personal,VMC,Substantial,,49,0.0,100.0
Bell,206B,ERA22LA330,20220722105548,Helicopter,,1.0,0.0,0.0,0.0,1.0,2022-07-21,2022,Aerial Application,VMC,Substantial,,73,0.0,100.0
Air Tractor Inc,At-502,CEN22LA342,20220726105579,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,1.0,2022-07-21,2022,Aerial Application,VMC,Substantial,,10,0.0,100.0
Beech,E33A,CEN22LA343,20220726105583,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-07-21,2022,Personal,VMC,Substantial,,3,0.0,100.0
Ayres Corporation,S2R-T65,CEN22LA371,20220809105694,Airplane,Turbo Shaft,1.0,0.0,0.0,0.0,1.0,2022-07-21,2022,Aerial Application,VMC,Substantial,,1,0.0,100.0
Piper,Pa-28-235,WPR22FA264,20220723105551,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-07-22,2022,Personal,VMC,Destroyed,,14,0.14285714285714285,85.71428571428572
Robinson,R44,GAA22WA237,20220723105553,Helicopter,,,0.0,0.0,0.0,1.0,2022-07-22,2022,,,Destroyed,,167,0.0,100.0
Robinson Helicopter Company,R44 Ii,CEN22LA333,20220725105560,Helicopter,,1.0,0.0,0.0,0.0,1.0,2022-07-22,2022,Aerial Application,VMC,Substantial,,117,0.0,100.0
Van'S Aircraft,Rv-10,CEN22LA334,20220725105561,Airplane,,1.0,0.0,0.0,0.0,3.0,2022-07-22,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,180J,CEN22LA337,20220725105564,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-22,2022,Personal,VMC,Substantial,,16,0.0,100.0
Piper,J3C-65,WPR22LA268,20220725105571,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-22,2022,Banner Tow,VMC,Substantial,,23,0.0,100.0
Cessna,152,GAA22WA239,20220726105582,Airplane,,,0.0,0.0,0.0,1.0,2022-07-22,2022,,,Substantial,,166,0.0,100.0
Vulcanair,V1,ERA22LA339,20220727105590,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-22,2022,Instructional,VMC,Substantial,,1,0.0,100.0
Piper,Pa-28-181,CEN22LA360,20220804105662,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-22,2022,Personal,VMC,Substantial,,26,0.0,100.0
Piper,Pa-12,WPR22LA295,20220809105701,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-22,2022,Personal,VMC,Substantial,,21,0.0,100.0
Beech,A35,DCA22FA157,20220723105554,Airplane,,1.0,1.0,0.0,1.0,0.0,2022-07-23,2022,Personal,VMC,Substantial,,6,0.16666666666666666,83.33333333333334
North American,T-28B,WPR22FA265,20220723105555,Airplane,,1.0,1.0,1.0,0.0,0.0,2022-07-23,2022,Personal,VMC,Substantial,,3,0.3333333333333333,66.66666666666667
Whitten Robinson,Aventura Ii,ERA22LA332,20220724105556,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-23,2022,Personal,,Unknown,,1,0.0,100.0
Stinson,108,ERA22LA333,20220724105557,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-07-23,2022,Personal,VMC,Substantial,,43,0.0,100.0
Cessna,T210L,GAA22WA238,20220724105558,Airplane,,1.0,1.0,0.0,1.0,0.0,2022-07-23,2022,Personal,,Substantial,,22,0.045454545454545456,95.45454545454545
Ayres Corporation,S2R-T34,CEN22LA335,20220725105562,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-07-23,2022,Aerial Application,VMC,Destroyed,,5,0.2,80.0
Waco Classic Aircraft,Ymf-F5C,CEN22LA338,20220725105565,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-23,2022,Personal,,Substantial,,1,0.0,100.0
Miller-Thorp,T-18 Tiger,WPR22LA269,20220726105573,Airplane,Reciprocating,1.0,0.0,1.0,0.0,1.0,2022-07-23,2022,Personal,VMC,Substantial,,1,0.0,100.0
Schweizer,Sgs 2-33,WPR22LA270,20220726105580,Glider,,0.0,0.0,0.0,0.0,2.0,2022-07-23,2022,Instructional,VMC,Substantial,,1,0.0,100.0
Piper,Pa-32-301,WPR22LA271,20220726105586,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-23,2022,Other Work Use,VMC,Substantial,,9,0.0,100.0
Cessna,L-19E,CEN22LA332,20220725105559,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2022-07-24,2022,Personal,VMC,Substantial,,5,0.0,100.0
Beech,A36,CEN22LA336,20220725105563,Airplane,,1.0,0.0,0.0,3.0,0.0,2022-07-24,2022,Personal,VMC,Substantial,,101,0.0,100.0
Cessna,T310R,CEN22LA339,20220725105566,Airplane,,2.0,0.0,0.0,0.0,2.0,2022-07-24,2022,Personal,,Substantial,,6,0.0,100.0
Holland Mike,Rv9A,WPR22FA266,20220725105567,Airplane,,1.0,2.0,0.0,0.0,0.0,2022-07-25,2022,Personal,IMC,Destroyed,,1,2.0,-100.0
Robinson Helicopter Company,R44 Ii,WPR22LA267,20220725105568,Helicopter,Reciprocating,1.0,0.0,1.0,0.0,1.0,2022-07-25,2022,Instructional,VMC,Substantial,,117,0.0,100.0
Weatherly Aviation Co Inc,620A,CEN22LA340,20220725105570,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-25,2022,Aerial Application,VMC,Substantial,,2,0.0,100.0
Airbus,A320-214,ENG22WA035,20220726105575,Airplane,,2.0,0.0,0.0,0.0,178.0,2022-07-25,2022,,,,,3,0.0,100.0
Evolution Aircraft Inc,Revolt,ERA22LA335,20220726105578,WSFT,,1.0,0.0,0.0,1.0,0.0,2022-07-25,2022,Personal,VMC,Substantial,,3,0.0,100.0
Bombardier Inc,Cl-600-2D24,DCA22LA161,20220727105593,,,,0.0,1.0,0.0,72.0,2022-07-25,2022,,,,,2,0.0,100.0
Cessna,172,GAA22WA266,20220906105860,Airplane,,,0.0,0.0,1.0,0.0,2022-07-25,2022,,,Substantial,,625,0.0,100.0
Eurocopter,As365,ERA22LA334,20220726105574,Helicopter,,2.0,0.0,3.0,0.0,0.0,2022-07-26,2022,Other Work Use,VMC,Substantial,,1,0.0,100.0
Air Tractor Inc.,At-802A,ERA22FA338,20220727105589,Airplane,,1.0,1.0,0.0,1.0,0.0,2022-07-26,2022,Aerial Application,VMC,Destroyed,,1,1.0,0.0
Air Tractor Inc.,At-802,ERA22FA338,20220727105589,Airplane,,1.0,1.0,0.0,1.0,0.0,2022-07-26,2022,Aerial Application,VMC,Substantial,,1,1.0,0.0
Maule,M-4-210,ANC22LA061,20220727105597,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-26,2022,Personal,VMC,Substantial,,1,0.0,100.0
Schweizer Aircraft Corp,G-164B,CEN22LA349,20220801105633,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-07-26,2022,Aerial Application,VMC,Substantial,,4,0.0,100.0
De Havilland,Dhc2,ANC22LA063,20220802105639,Airplane,Reciprocating,1.0,0.0,4.0,2.0,1.0,2022-07-26,2022,Aerial Observation,VMC,Substantial,,9,0.0,100.0
Robinson Helicopter Company,R22 Mariner,ERA22LA340,20220727105598,Helicopter,,1.0,0.0,1.0,0.0,1.0,2022-07-27,2022,Instructional,VMC,Substantial,,4,0.0,100.0
Garlick,Oh-58A+,ERA22LA341,20220728105600,Helicopter,,1.0,0.0,1.0,0.0,0.0,2022-07-27,2022,Aerial Application,,Substantial,,1,0.0,100.0
Bombardier Inc,Bd-100-1A10,WPR22LA284,20220728105614,Airplane,,2.0,0.0,0.0,1.0,2.0,2022-07-27,2022,Positioning,VMC,,,2,0.0,100.0
5 Rivers Llc,Sq-2,ANC22LA064,20220802105645,Airplane,,1.0,0.0,0.0,1.0,1.0,2022-07-27,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,172K,ERA22LA360,20220805105672,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-07-27,2022,Personal,VMC,Substantial,,24,0.0,100.0
Piper,Pa-28-181,WPR22LA292,20220805105674,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-27,2022,Instructional,VMC,Substantial,,26,0.0,100.0
Piper,Pa-18-150,CEN22LA374,20220809105697,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-27,2022,Personal,VMC,Substantial,,64,0.0,100.0
Mooney,M20C,CEN22LA392,20220824105793,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-07-27,2022,Instructional,VMC,Substantial,,40,0.0,100.0
Beech,C23,CEN22LA440,20221025106192,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-07-27,2022,Instructional,,Substantial,,26,0.0,100.0
Consolidated Aeronautics Inc.,Lake La-4-200,ANC22LA062,20220728105601,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-28,2022,Personal,VMC,Substantial,,4,0.0,100.0
Piper,Pa-32Rt-300T,CEN22LA344,20220729105619,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-28,2022,Personal,VMC,Substantial,,7,0.0,100.0
Robinson Helicopter Company,R44 Ii,CEN22LA345,20220729105620,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-28,2022,Aerial Application,VMC,Substantial,,117,0.0,100.0
Hollier B C,Vans Rv-8,CEN22LA346,20220730105623,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-28,2022,Personal,VMC,Minor,,1,0.0,100.0
Meschler Gary R,Rv-4,CEN22LA346,20220730105623,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-28,2022,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa-18-150,WPR22LA288,20220803105653,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-07-28,2022,PUBS,VMC,Substantial,,64,0.0,100.0
Cessna,207,ERA22LA358,20220805105670,Airplane,,1.0,0.0,0.0,0.0,3.0,2022-07-28,2022,,VMC,Minor,,21,0.0,100.0
Dehavilland,Dhc-3,CEN22LA372,20220809105695,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,9.0,2022-07-28,2022,,VMC,Substantial,,7,0.0,100.0
Eurocopter,As350,ERA22FA343,20220730105621,Helicopter,,1.0,0.0,1.0,2.0,0.0,2022-07-29,2022,Other Work Use,VMC,Substantial,,9,0.0,100.0
Piper,J3C-65,CEN22LA348,20220801105631,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-29,2022,Personal,VMC,Substantial,,23,0.0,100.0
C A S A,212,ERA22LA348,20220801105636,Airplane,,2.0,1.0,0.0,0.0,1.0,2022-07-29,2022,Skydiving,VMC,Substantial,,1,1.0,0.0
Sonex Aircraft,Sonex,CEN22LA353,20220803105648,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-29,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,170B,WPR22LA289,20220803105657,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2022-07-29,2022,Personal,VMC,Substantial,,55,0.0,100.0
Icp Srl,Savannah S,CEN22LA369,20220808105690,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-29,2022,Personal,,Substantial,,1,0.0,100.0
Harvey J Brock,Tango 2,ERA22FA344,20220730105622,Gyrocraft,,1.0,2.0,0.0,0.0,0.0,2022-07-30,2022,Personal,VMC,Substantial,,1,2.0,-100.0
Air Tractor Inc,At-502A,CEN22FA347,20220730105624,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-07-30,2022,Aerial Application,VMC,Destroyed,,2,0.5,50.0
Boeing,737-800,DCA22WA164,20220731105625,Airplane,,,0.0,0.0,0.0,175.0,2022-07-30,2022,,,,,20,0.0,100.0
Luscombe,8A,ERA22LA345,20220731105626,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-30,2022,Personal,VMC,Unknown,,28,0.0,100.0
Textron Aviation Inc,G36,ERA22LA346,20220731105627,Airplane,,1.0,0.0,0.0,1.0,0.0,2022-07-30,2022,Personal,VMC,Substantial,,1,0.0,100.0
Drone,Viper Pro,DCA22WA165,20220801105628,UNK,,,0.0,0.0,0.0,0.0,2022-07-30,2022,,,Unknown,,1,0.0,100.0
Cessna,177Rg,WPR22LA287,20220801105630,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-30,2022,Personal,VMC,Substantial,,32,0.0,100.0
Cessna,150E,CEN22LA355,20220803105650,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-07-30,2022,Personal,VMC,Substantial,,4,0.0,100.0
Arbc Inc Dba Lindstrand,150A,CEN22LA356,20220803105651,Balloon,,0.0,0.0,1.0,3.0,0.0,2022-07-30,2022,Personal,VMC,Minor,,1,0.0,100.0
Stinson,108-1,ERA22LA353,20220803105655,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-07-30,2022,Personal,VMC,Substantial,,5,0.0,100.0
Cessna,120,CEN22LA358,20220803105656,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-30,2022,Personal,VMC,Substantial,,36,0.0,100.0
Cessna,172N,CEN22LA362,20220808105677,Airplane,,1.0,0.0,2.0,0.0,0.0,2022-07-30,2022,Instructional,VMC,Substantial,,99,0.0,100.0
Beechcraft,35,CEN22LA364,20220808105679,Airplane,Reciprocating,1.0,0.0,0.0,0.0,0.0,2022-07-30,2022,Personal,VMC,Substantial,,1,0.0,100.0
Robinson Helicopter Company,R44 Ii,CEN22LA350,20220801105634,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-31,2022,Aerial Application,VMC,Substantial,,117,0.0,100.0
Cessna,182E,CEN22LA379,20220810105709,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-07-31,2022,Personal,VMC,Substantial,,10,0.0,100.0
Beech,35,ERA22LA349,20220802105641,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-01,2022,Personal,VMC,Substantial,,44,0.0,100.0
Bell Helicopter Textron,206B,CEN22LA351,20220802105642,Helicopter,,1.0,0.0,1.0,0.0,0.0,2022-08-01,2022,Aerial Application,VMC,Substantial,,2,0.0,100.0
Air Tractor Inc,At-502,CEN22LA352,20220802105643,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-01,2022,Aerial Application,,Substantial,,10,0.0,100.0
Air Tractor Inc,At-301,CEN22LA354,20220803105649,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-08-01,2022,Aerial Application,VMC,Destroyed,,12,0.0,100.0
Piper,Pa28,GAA22WA242,20220805105673,Airplane,,,1.0,0.0,1.0,0.0,2022-08-01,2022,,,Destroyed,,256,0.00390625,99.609375
Air Tractor Inc,At-502,ERA22FA350,20220802105644,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-02,2022,Aerial Application,VMC,Substantial,,10,0.1,90.0
Smith,Aerostar 600,ERA22FA351,20220803105647,Airplane,,2.0,2.0,0.0,0.0,0.0,2022-08-02,2022,Personal,VMC,Destroyed,,1,2.0,-100.0
Piper,Pa31,CEN22LA381,20220811105716,Airplane,,2.0,0.0,0.0,0.0,8.0,2022-08-02,2022,,,Substantial,,28,0.0,100.0
Cirrus Design Corp,Sr20,ERA22LA352,20220803105658,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-03,2022,Personal,VMC,Substantial,,36,0.0,100.0
Air Tractor Inc,At-502B,CEN22LA359,20220803105659,Airplane,Turbo Prop,1.0,0.0,1.0,0.0,0.0,2022-08-03,2022,Aerial Application,VMC,Substantial,,17,0.0,100.0
Piper,J3C-65,ERA22FA354,20220804105660,Airplane,,1.0,1.0,0.0,1.0,0.0,2022-08-03,2022,Personal,VMC,Substantial,,23,0.043478260869565216,95.65217391304348
Aeronca,7Bcm,ERA22LA355,20220804105664,Airplane,,1.0,0.0,1.0,0.0,1.0,2022-08-03,2022,Personal,VMC,Substantial,,12,0.0,100.0
Eads Socata,Tbm 700,WPR22LA290,20220804105665,Airplane,,1.0,0.0,0.0,0.0,3.0,2022-08-03,2022,Business,,Substantial,,1,0.0,100.0
C M Stuhrenberg/P C Polete,Vans Rv-10,CEN22LA361,20220804105668,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-03,2022,Flight Test,VMC,Substantial,,1,0.0,100.0
Robinson Helicopter,R44,ERA22LA357,20220804105669,Helicopter,,1.0,0.0,0.0,1.0,2.0,2022-08-03,2022,Personal,VMC,Substantial,,60,0.0,100.0
Ayres,S2R,GAA22WA257,20220822105781,,,,1.0,0.0,0.0,0.0,2022-08-03,2022,,,,,19,0.05263157894736842,94.73684210526316
Air Tractor,At-802A,GAA22WA258,20220822105782,Airplane,,,0.0,1.0,0.0,0.0,2022-08-03,2022,,,Substantial,,3,0.0,100.0
Short,Sc7,GAA22WA269,20220906105868,Airplane,,,2.0,0.0,0.0,0.0,2022-08-03,2022,,,Destroyed,,1,2.0,-100.0
Dehavilland,Beaver U-6A,ANC22LA082,20221011106110,Airplane,,1.0,0.0,0.0,0.0,7.0,2022-08-03,2022,Other Work Use,VMC,Substantial,,2,0.0,100.0
Airbus Helicopters Inc,As350B3,WPR22LA291,20220804105666,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,2.0,2022-08-04,2022,Public Aircraft,VMC,Substantial,,1,0.0,100.0
Cessna,182C,ERA22LA356,20220804105667,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-08-04,2022,Personal,,Substantial,,8,0.0,100.0
Ultramagic Sa,M56C,CEN22LA365,20220808105681,Balloon,,1.0,0.0,0.0,0.0,1.0,2022-08-04,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,182P,CEN22LA368,20220808105689,Airplane,,1.0,0.0,1.0,0.0,0.0,2022-08-04,2022,Personal,VMC,Substantial,,34,0.0,100.0
Cessna,180C,CEN22LA373,20220809105696,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2022-08-04,2022,Personal,VMC,Substantial,,2,0.0,100.0
Schweizer,Sgs 2-33A,ERA22LA370,20220812105728,Glider,,0.0,0.0,0.0,0.0,2.0,2022-08-04,2022,Instructional,VMC,Substantial,,14,0.0,100.0
Piper,Pa-28-140,GAA22WA277,20220913105919,Airplane,,,0.0,0.0,0.0,2.0,2022-08-04,2022,,,Substantial,,79,0.0,100.0
Robinson Helicopter Company,R44 Ii,CEN22LA366,20220808105687,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-05,2022,Aerial Application,VMC,Substantial,,117,0.0,100.0
Cessna,182Q,CEN22LA367,20220808105688,Airplane,,1.0,0.0,0.0,0.0,3.0,2022-08-05,2022,Personal,VMC,Substantial,,32,0.0,100.0
Piper,Pa-28-160,WPR22LA294,20220809105698,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-05,2022,Personal,VMC,Substantial,,4,0.0,100.0
Piper,Pa-28-140,CEN22LA377,20220809105705,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-05,2022,Personal,VMC,Substantial,,79,0.0,100.0
Cessna,182B,WPR22LA297,20220810105712,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-05,2022,Personal,VMC,Substantial,,6,0.0,100.0
Aerotek,Pitts Special S-1S,ERA22LA364,20220808105682,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-06,2022,Personal,VMC,Substantial,,2,0.0,100.0
Waco,Upf-7,ERA22LA364,20220808105682,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-06,2022,Personal,VMC,Substantial,,3,0.0,100.0
Boeing,777,DCA22LA175,20220808105684,Airplane,,,0.0,0.0,0.0,2.0,2022-08-06,2022,,VMC,Substantial,,65,0.0,100.0
Burkhart Grob Flugzeugbau,G102 Club Astir Iiib,CEN22LA370,20220808105691,Glider,,0.0,0.0,0.0,1.0,0.0,2022-08-06,2022,Personal,VMC,Substantial,,2,0.0,100.0
Piper,Pa-28-161,GAA22WA244,20220810105708,Airplane,,,0.0,0.0,0.0,2.0,2022-08-06,2022,,,Substantial,,32,0.0,100.0
Boeing,757-251,DCA22LA178,20220811105714,,,,0.0,0.0,0.0,203.0,2022-08-06,2022,,,,,1,0.0,100.0
Robinson,R22,GAA22WA246,20220811105718,Helicopter,,,0.0,0.0,0.0,1.0,2022-08-06,2022,,,Substantial,,74,0.0,100.0
Diamond Aircraft,Da-40,ERA22LA362,20220807105676,Airplane,,1.0,1.0,0.0,0.0,2.0,2022-08-07,2022,Personal,VMC,Minor,,1,1.0,0.0
Schleicher,Asw-20B,CEN22LA363,20220808105678,Glider,NONE,0.0,0.0,0.0,0.0,1.0,2022-08-07,2022,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,150H,ERA22LA363,20220808105680,Airplane,,1.0,0.0,1.0,0.0,1.0,2022-08-07,2022,Personal,VMC,Substantial,,13,0.0,100.0
Air Tractor Inc,At-301,WPR22LA293,20220809105693,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-07,2022,Aerial Application,VMC,Substantial,,12,0.0,100.0
Cessna,172,CEN22LA380,20220811105715,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2022-08-07,2022,Personal,VMC,Substantial,,625,0.0,100.0
Robinson,R44,GAA22WA248,20220816105745,Helicopter,,,1.0,0.0,0.0,0.0,2022-08-07,2022,,,Substantial,,167,0.005988023952095809,99.40119760479041
Piper,Pa-34-200T,GAA22WA243,20220810105707,Airplane,,,0.0,0.0,0.0,2.0,2022-08-08,2022,,,Destroyed,,15,0.0,100.0
Sonex Aircraft,Waiex,CEN22FA375,20220809105703,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-09,2022,Personal,VMC,Destroyed,,1,1.0,0.0
Cessna,182Q,CEN22FA376,20220809105704,Airplane,,1.0,1.0,0.0,0.0,0.0,2022-08-09,2022,Unknown,VMC,Destroyed,,32,0.03125,96.875
Cessna,210B,CEN22LA378,20220810105706,Airplane,,1.0,0.0,0.0,0.0,1.0,2022-08-09,2022,Personal,VMC,Substantial,,4,0.0,100.0
Piper,Pa-32-300,WPR22LA296,20220810105710,Airplane,,1.0,0.0,0.0,0.0,2.0,2022-08-09,2022,Personal,VMC,Substantial,,24,0.0,100.0
Cessna,172K,CEN22LA382,20220811105717,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2022-08-09,2022,Personal,VMC,Substantial,,24,0.0,100.0
